CASE_NUMBER,CASE_SUBMITTED,DECISION_DATE,VISA_CLASS,EMPLOYMENT_START_DATE,EMPLOYMENT_END_DATE,EMPLOYER_NAME,EMPLOYER_BUSINESS_DBA,EMPLOYER_ADDRESS,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,AGENT_REPRESENTING_EMPLOYER,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMP,CHANGE_EMPLOYER,AMENDED_PETITION,FULL_TIME_POSITION,PREVAILING_WAGE,PW_WAGE_LEVEL,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,H1B_DEPENDENT,WILLFUL_VIOLATOR,SUPPORT_H1B,LABOR_CON_AGREE,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,ORIGINAL_CERT_DATE,CASE_STATUS
I-200-18228-617836,08/16/2018,08/22/2018,H-1B,09/21/2018,09/20/2021,"NTT DATA SERVICES, LLC",,100 CITY SQUARE,BOSTON,MA,UNITED STATES OF AMERICA,,6175171483,,Y,"DROZDOWSKI, ANDREW",RALEIGH,NC,TECHNICAL SOLUTIONS ARCHITECTURE ADVISOR,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,0,1,0,0,0,0,Y,91000,N/A,Other,2017,TOWERS WATSON INFORMATION TECHNOLOGY COMPENSATION SURVEY,91000,121000,N,N,NA,Y,PLEASANTON,ALAMEDA,CA,,CERTIFIED
I-200-18228-011339,08/16/2018,08/22/2018,H-1B,08/23/2018,08/22/2021,DELOITTE CONSULTING LLP,,1700 MARKET STREET,PHILADELPHIA,PA,UNITED STATES OF AMERICA,,2152462300,,Y,"MICHAELS, REBECCA",TORONTO,,ANALYST,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",54161,10,0,0,0,0,0,10,Y,70000,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,70000,0,N,N,NA,,MENLO PARK,SAN MATEO,CA,,CERTIFIED
I-200-18131-178921,07/19/2018,07/20/2018,H-1B,08/15/2018,08/14/2021,EW CORPORATION INDUSTRIAL FABRICATORS,EW CORPORATION,1002 E. MAIN STREET,EL CENTRO,CA,UNITED STATES OF AMERICA,,7603370020,,Y,"DUNN, RICHARD",SAN DIEGO,CA,ARCHITECT,17-1011,"ARCHITECTS, EXCEPT LANDSCAPE AND NAVAL",332312,1,0,1,0,0,0,0,Y,77542,Level II,OES,2018,OFLC ONLINE DATA CENTER,77542,0,N,N,NA,Y,EL CENTRO,CALIFORNIA,CA,,DENIED
I-200-18200-636814,07/19/2018,07/28/2018,H-1B,07/19/2018,09/23/2019,"TEXAS A&M ENGINEERING EXPERIMENT STATION, PART OF TAMUS ENGINEERING PR",,3467 TAMU,COLLEGE STATION,TX,UNITED STATES OF AMERICA,,9794587696,,Y,"MURUR, SHILPA",COLLEGE STATION,TX,ASSOCIATE RESEARCH SCIENTIST,17-2053,"CIVIL ENGINEERS, R&D",54171,1,0,0,1,0,0,0,N,13.3,Level I,OES,2018,OFLC ONLINE DATA CENTER,18.93,0,N,N,NA,Y,COLLEGE STATION,BRAZOS,TX,07/23/2018,CERTIFIED-WITHDRAWN
I-200-18169-127213,07/23/2018,07/27/2018,H-1B,11/28/2018,11/27/2021,FIDELITY BROKERAGE SERVICES LLC,FIDELITY INVESTMENTS,245 SUMMER STREET,BOSTON,MA,UNITED STATES OF AMERICA,N/A,8008355099,,Y,"SWAPP, RUSSELL",BOSTON,MA,SENIOR SOFTWARE ENGINEER/DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",523999,1,0,1,0,0,0,0,Y,81900,N/A,Other,2017,US MBD MERCER BENCHMARK DATABASE IT SURVEY,81900,96590,N,N,NA,,WESTLAKE,DENTON,TX,,CERTIFIED
I-200-18211-078437,07/30/2018,08/03/2018,H-1B,08/06/2018,08/05/2021,POPULUS GROUP LLC,,3001 WEST BIG BEAVER ROAD,TROY,MI,UNITED STATES OF AMERICA,,2487127983,,Y,"WISNIEWSKI, JOEL",TROY,MI,BIG DATA TESTER,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",561320,1,1,0,0,0,0,0,Y,43.96,Level IV,OES,2018,OFLC ONLINE DATA CENTER,60,0,N,N,NA,,ORLANDO,ORANGE,FL,,CERTIFIED
I-200-18207-379525,07/26/2018,08/01/2018,H-1B,08/02/2018,08/01/2021,ADOBE SYSTEMS INCORPORATED,,345 PARK AVENUE,SAN JOSE,CA,UNITED STATES OF AMERICA,,4158322376,,Y,"EMRALINO, JESTHERLYNN",SANTA CLARA,CA,"SENIOR MANAGER, ANALYTICS & INSIGHTS",11-3021,COMPUTER AND INFORMATION SYSTEMS MANAGERS,541512,1,0,0,0,0,1,0,Y,180629,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,180629,0,N,N,NA,,SAN FRANCISCO,SAN FRANCISCO,CA,,CERTIFIED
I-200-18192-334107,07/19/2018,07/25/2018,H-1B,01/01/2019,12/31/2021,NOKIA OF AMERICA CORPORATION,,600 MOUNTAIN AVENUE,MURRAY HILL,NJ,UNITED STATES OF AMERICA,,9086796820,,Y,"ENU, HASEENA",ADDISON,TX,IBS EQUIPMENT ENGINEER,17-2071,ELECTRICAL ENGINEERS,517919,1,0,0,0,0,0,1,Y,82076,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,94284,0,N,N,NA,,ROSWELL,FULTON,GA,,CERTIFIED
I-200-18228-952656,08/23/2018,08/29/2018,H-1B,02/01/2019,01/31/2022,AUTOMOBILE CLUB OF SOUTHERN CALIFORNIA,,3333 FAIRVIEW ROAD,COSTA MESA,CA,UNITED STATES OF AMERICA,,7148851304,,Y,"PACK, JAMES",IRVINE,CA,TECHNICAL CONSULTANT - APPLICATION DEVELOPMENT,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",561599,1,0,1,0,0,0,0,Y,96200,N/A,Other,2017,WILLIS TOWERS WATSON DATA SERVICES: 2017 CSR GEN INDUSTRY INFORMATION TECHNOLO,96200,115566,N,N,NA,,COSTA MESA,ORANGE COUNTY,CA,,CERTIFIED
I-200-18207-073017,07/26/2018,07/27/2018,H-1B,08/17/2018,08/16/2021,IKON SOFTWARE SERVICES,N/A,24155 DRAKE ROAD,FARMINGTON HILLS,MI,UNITED STATES OF AMERICA,,2482145372,,N,",",,,SOFTWARE DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,1,0,0,0,0,Y,84698,Level II,Other,2018,OFLC ONLINE DATA CENTER,84689,0,Y,N,Y,Y,BOSTON,SUFFOLK,MA,,DENIED
I-200-18186-845731,07/06/2018,07/12/2018,H-1B,07/12/2018,07/11/2021,ACCENTURE LLP,N/A,161 N CLARK STREET,CHICAGO,IL,UNITED STATES OF AMERICA,N/A,0013126930,,N,",",,,COMPUTER SPECIALIST / TESTING AND QUALITY ANALYST 2,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",5416,1,0,0,0,0,0,1,Y,67413,Level II,OES,2018,OFLC ONLINE DATA CENTER',71100,0,N,N,NA,Y,PRINCETON,MERCER,NJ,,CERTIFIED
I-200-18186-159444,07/06/2018,07/12/2018,H-1B,07/12/2018,07/11/2021,ACCENTURE LLP,N/A,161 N CLARK STREET,CHICAGO,IL,UNITED STATES OF AMERICA,N/A,0013126930,,N,",",,,COMPUTER SPECIALIST / TESTING AND QUALITY ANALYST 2,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",5416,1,0,1,0,0,0,0,Y,63814,Level II,OES,2018,OFLC ONLINE DATA CENTER',64000,0,N,N,NA,Y,RICHFIELD,HENNEPIN,MN,,CERTIFIED
I-200-18233-111516,08/22/2018,08/28/2018,H-1B,08/28/2018,08/27/2021,ACCENTURE LLP,N/A,161 N CLARK STREET,CHICAGO,IL,UNITED STATES OF AMERICA,N/A,0013126930,,N,",",,,COMPUTER SYSTEMS ANALYST 2,15-1121,COMPUTER SYSTEMS ANALYSTS,5416,1,1,0,0,0,0,0,Y,82909,Level II,OES,2018,OFLC ONLINE DATA CENTER',82909,0,N,N,NA,Y,WINDSOR,HARTFORD,CT,,CERTIFIED
I-200-18201-154909,07/26/2018,08/01/2018,H-1B,08/03/2018,08/02/2021,GOOGLE LLC,,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,CA,UNITED STATES OF AMERICA,,6502534513,,Y,"LEWIS, COURTNEY",RICHARDSON,TX,SOFTWARE ENGINEER 1615.40943,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541512,1,0,0,0,0,1,0,Y,98622,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,140000,0,N,N,NA,,SEATTLE,KING,WA,,CERTIFIED
I-200-18207-509005,07/27/2018,07/31/2018,H-1B,08/13/2018,08/12/2021,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",,"2 GATEWAY CENTER, 283-299 MARKET STREET",NEWARK,NJ,UNITED STATES OF AMERICA,,2017143000,,Y,"LOOMBA, ERICA",NEWARK,NJ,"VICE PRESIDENT, INTERNAL AUDIT",13-2011,ACCOUNTANTS AND AUDITORS,522320,1,0,0,0,0,1,0,Y,82285,Level IV,OES,2018,OFLC ONLINE DATA CENTER,190882.5,200000,N,N,NA,,KANSAS CITY,JACKSON,MO,,DENIED
I-200-18198-708492,07/27/2018,08/02/2018,H-1B,07/30/2018,07/29/2021,"APTIM ENVIRONMENTAL & INFRASTRUCTURE, INC.",,4171 ESSEN LANE,BATON ROUGE,LA,UNITED STATES OF AMERICA,,2259877567,,Y,"SNIDER, LAURIE",RICHARDSON,TX,CIVIL/ STRUCTURAL ENGINEER I 12141.41,17-2051,CIVIL ENGINEERS,541330,1,0,0,0,0,1,0,Y,65291,N/A,Other,2017,DIETRICH FALL 2017 ENGINEERING SALARY SURVEY,65291,97604,N,N,NA,Y,METAIRIE,JEFFERSON PARISH,LA,,CERTIFIED
I-200-18233-180748,08/21/2018,08/27/2018,H-1B,08/27/2018,08/27/2021,"INDEED, INC.",,6433 CHAMPION GRANDVIEW WAY,AUSTIN,TX,UNITED STATES OF AMERICA,,5124595300,,Y,"MERRITT, NICOLE",AUSTIN,TX,SENIOR SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",518112,1,1,0,0,0,0,0,Y,174117,Level IV,OES,2018,OFLC ONLINE DATA CENTER,174117,225000,N,N,NA,Y,SAN FRANCISCO,SAN FRANCISCO,CA,,CERTIFIED
I-200-18204-807888,07/23/2018,07/27/2018,H-1B,07/23/2018,07/22/2021,AMSOFT CORP,D/B/A AMS IT SOLUTIONS,346 GEORGES RD,DAYTON,NJ,UNITED STATES OF AMERICA,,9089185553,201,N,",",,,AUTHENTICATION ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,0,0,0,0,1,Y,60000,Level I,OES,2018,,60000,0,N,N,NA,Y,O'FALLON,ST. CHARLES COUNTY,MO,,DENIED
I-200-18184-787742,07/03/2018,07/10/2018,H-1B,07/10/2018,07/09/2021,"FUJITSU AMERICA, INC.",,2821 TELECOM PARKWAY,RICHARDSON,TX,UNITED STATES OF AMERICA,,8009446055,,N,",",,,"COMPUTER SOFTWARE ENGINEER, APPLICATIONS",15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,15,0,5,0,0,5,5,Y,87237,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,87237,0,N,N,NA,,CUMBERLAND,ALLEGANY,MD,,CERTIFIED
I-200-18180-449919,07/03/2018,07/10/2018,H-1B,07/03/2018,07/02/2021,SYMANTEC CORPORATION,,350 ELLIS STREET,MOUNTAIN VIEW,CA,UNITED STATES OF AMERICA,,6505278000,,Y,"OYE, RONALD",SAN FRANCISCO,CA,MARKETING STRATEGY DIRECTOR,11-2021,MARKETING MANAGERS,541511,1,0,0,0,0,1,0,Y,191200,N/A,Other,2017,WILLIS TOWERS WATSON 2017 SUPERVISORY AND MIDDLE MANAGEMENT COMPENSATION SURVE,210000,0,N,N,NA,,SAN FRANCISCO,SAN FRANCISCO,CA,,CERTIFIED
I-200-18204-440109,07/23/2018,07/27/2018,H-1B,08/20/2018,08/19/2021,POPULUS GROUP LLC,,3001 WEST BIG BEAVER ROAD,TROY,MI,UNITED STATES OF AMERICA,,2487127983,,Y,"WISNIEWSKI, JOEL",TROY,MI,ORACLE EBS BUSINESS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,561320,1,1,0,0,0,0,0,Y,65.33,Level IV,OES,2018,OFLC ONLINE DATA CENTER,67,0,N,N,NA,,HOBOKEN,HUDSON,NJ,,CERTIFIED
I-200-18204-715829,07/23/2018,07/27/2018,H-1B,08/07/2018,08/07/2021,"FACTSET RESEARCH SYSTEMS, INC.",,601 MERRITT 7 CORPORATE PARK,NORWALK,CT,UNITED STATES OF AMERICA,,2038101648,,Y,"SOUZA, CHRISTINE",NORWALK,CT,SENIOR SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541512,1,1,0,0,0,0,0,Y,88483,Level II,OES,2018,OFLC ONLINE DATA CENTER,90000,120000,N,N,NA,,AUSTIN,TRAVIS,TX,,CERTIFIED
I-200-18204-776583,07/23/2018,07/25/2018,H-1B,08/06/2018,08/05/2021,CIBER GLOBAL LLC,,3270 WEST BIG BEAVER ROAD,TROY,MI,UNITED STATES OF AMERICA,,2487862500,,N,",",,,BUSINESS SYSTEMS ANALYST,13-1111,MANAGEMENT ANALYSTS,5415,1,1,0,0,0,0,0,Y,37.25,Level II,OES,2018,OFLC ONLINE DATA CENTER,36.63,0,N,N,NA,,TAYLOR,WAYNE,MI,,DENIED
I-200-18232-203016,08/22/2018,08/28/2018,H-1B,10/30/2018,10/30/2021,ARICENT N.A. INC.,N/A,3979 FREEDOM CIRCLE,SANTA CLARA,CA,UNITED STATES OF AMERICA,,4083241800,,Y,"SOVERN, GRANT",MADISON,WI,ASIC PHYSICAL DESIGN ENGINEER II,17-2072,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER",541330,1,0,1,0,0,0,0,Y,109300,N/A,Other,2018,THE SURVEY GROUP: BENCHMARK COMPENSATION SURVEY,109300,0,Y,N,Y,,HUDSON,MIDDLESEX,MA,,CERTIFIED
I-200-18227-348615,08/15/2018,08/16/2018,H-1B,08/20/2018,08/19/2021,"SPIRENT COMMUNICATIONS, INC.",,27349 AGOURA ROAD,CALABASAS,CA,UNITED STATES OF AMERICA,,8185984332,,Y,"NOCE, COURTNEY",ATLANTA,GA,BUSINESS INTELLIGENCE/REPORTING ANALYST,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",541512,1,0,0,0,0,1,0,Y,90400,N/A,Other,2018,WILLIS TOWERS WATSON: PROFESSIONAL (TECHNICAL AND OPERATIONS) COMPENSATION SUR,90400,0,N,N,,,CALABASAS,LOS ANGELES,CA,,DENIED
I-200-18204-410521,07/23/2018,07/25/2018,H-1B,09/01/2018,09/01/2021,PIORION SOLUTIONS INC,,1875 LOCKEWAY DR,ALPHARETTA,GA,UNITED STATES OF AMERICA,,4049073010,,,",",,,SOFTWARE DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,0,1,0,0,0,Y,41.9,Level II,OES,2018,OFLC ONLINE DATA CENTER,42,0,Y,N,Y,Y,WEST SACRAMENTO,YOLO,CA,,DENIED
I-200-18206-451068,07/25/2018,07/31/2018,H-1B,08/01/2018,08/01/2021,"INVESCO GROUP SERVICES, INC.",,1555 PEACHTREE STREET N.E.,ATLANTA,GA,UNITED STATES OF AMERICA,,4048920896,,Y,"SCOFIELD, EILEEN",ATLANTA,GA,"VICE PRESIDENT, ENGINEERING",11-3021,COMPUTER AND INFORMATION SYSTEMS MANAGERS,523920,1,0,0,1,0,0,0,Y,204173,Level III,OES,2018,OFLC ONLINE DATA CENTER,225000,0,N,N,NA,,LOS ALTOS,SANTA CLARA,CA,,CERTIFIED
I-200-18228-494704,08/20/2018,08/24/2018,H-1B,08/24/2018,08/23/2021,GOOGLE LLC,N/A,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,CA,UNITED STATES OF AMERICA,N/A,6502534513,,Y,"WANG, CORONA",RICHARDSON,TX,HARDWARE ENGINEER 1615.41569,17-2061,COMPUTER HARDWARE ENGINEERS,541512,1,0,0,0,0,1,0,Y,104459,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,112000,0,N,N,NA,,MOUNTAIN VIEW,SANTA CLARA,CA,,CERTIFIED
I-200-18214-794783,08/20/2018,08/24/2018,H-1B,01/07/2019,01/06/2022,QUEST DIAGNOSTICS INCORPORATED,,500 PLAZA DRIVE,SECAUCUS,NJ,UNITED STATES OF AMERICA,,5743154676,,Y,"STOCK, WILLIAM",PHILADELPHIA,PA,SOFTWARE ENGINEER III,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541380,1,0,1,0,0,0,0,Y,88695,N/A,Other,2018,US MBD MERCER BENCHMARK DATABASE IT SURVEY,88695,153000,N,N,NA,Y,SECAUCUS,HUDSON,NJ,,CERTIFIED
I-200-18233-225071,08/22/2018,08/28/2018,H-1B,08/28/2018,08/27/2021,ACCENTURE LLP,N/A,161 N CLARK STREET,CHICAGO,IL,UNITED STATES OF AMERICA,N/A,0013126930,,N,",",,,COMPUTER SYSTEMS ANALYST 4,15-1121,COMPUTER SYSTEMS ANALYSTS,5416,1,0,0,0,0,0,1,Y,114400,Level IV,OES,2018,OFLC ONLINE DATA CENTER',119100,0,N,N,NA,Y,BELLEVUE,KING,WA,,CERTIFIED
I-200-18233-309808,08/22/2018,08/28/2018,H-1B,08/28/2018,08/27/2021,ACCENTURE LLP,N/A,161 N CLARK STREET,CHICAGO,IL,UNITED STATES OF AMERICA,N/A,0013126930,,N,",",,,COMPUTER SPECIALIST / TESTING AND QUALITY ANALYST 2,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",5416,1,0,1,0,0,0,0,Y,84406,Level II,OES,2018,OFLC ONLINE DATA CENTER',84406,0,N,N,NA,Y,OAKLAND,ALAMEDA,CA,,CERTIFIED
I-203-18232-907388,08/20/2018,08/21/2018,E-3 Australian,09/04/2018,09/03/2020,"WE-EF LIGHTING USA, LLC",WE-EF LIGHTING USA,410 D KEYSTONE DRIVE,WARRENDALE,PA,UNITED STATES OF AMERICA,,7247420030,119,N,",",,,REGIONAL SALES MANAGER,11-2022,SALES MANAGERS,423610,1,0,0,0,0,1,0,Y,108597,Level I,OES,2018,OFLC ONLINE DATA CENTER,110000,0,,,,,BROOKLYN,UNITED STATES OF AMERICA,NY,,DENIED
I-200-18232-444008,08/22/2018,08/28/2018,H-1B,10/31/2018,10/30/2021,WALT DISNEY ATTRACTIONS TECHNOLOGY LLC,,500 SOUTH BUENA VISTA STREET,BURBANK,CA,UNITED STATES OF AMERICA,,8185608222,,N,",",,,"MANAGER, TECHNOLOGY",11-3021,COMPUTER AND INFORMATION SYSTEMS MANAGERS,541511,1,0,1,0,0,0,0,Y,139100,N/A,Other,2017,TOWERS WATSON GENERAL INDUSTRY MIDDLE MANAGEMENT & PROFESSIONAL DATABASE,153131.41,0,N,N,NA,,SEATTLE,KING,WA,,CERTIFIED
I-200-18190-712342,07/10/2018,07/16/2018,H-1B,07/16/2018,07/15/2021,ACCENTURE LLP,N/A,161 N CLARK STREET,CHICAGO,IL,UNITED STATES OF AMERICA,N/A,0013126930,,N,",",,,COMPUTER SYSTEMS ANALYST 3,15-1121,COMPUTER SYSTEMS ANALYSTS,5416,1,0,1,0,0,0,0,Y,97427,Level III,OES,2018,OFLC ONLINE DATA CENTER',97427,0,N,N,NA,Y,WILMINGTON,NEW CASTLE,DE,,CERTIFIED
I-200-18226-589201,08/14/2018,08/20/2018,H-1B,10/01/2018,09/30/2021,BANK OF CHINA,BANK OF CHINA,1045 AVENUE OF THE AMERICAS,NEW YORK,NY,UNITED STATES OF AMERICA,,2129353101,,Y,"GROBAN, JR., ROBERT",NEW YORK,NY,ASSOCIATE,13-2041,CREDIT ANALYSTS,522110,1,0,0,0,0,0,1,Y,65581,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,66744.79,0,N,N,NA,,NEW YORK,NEW YORK,NY,,CERTIFIED
I-200-18225-530300,08/20/2018,08/24/2018,H-1B,09/06/2018,09/05/2021,"TATA TECHNOLOGIES, INC.",N/A,41050 W. ELEVEN MILE ROAD,NOVI,MI,UNITED STATES OF AMERICA,,2484261482,,Y,"PHAM, SON",WASHINGTON,DC,PLM SYSTEM SUPPORT ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541330,1,0,1,0,0,0,0,Y,66500,N/A,Other,2017,COMPSOURCE TOWERS WATSON 2017 PROFESSIONAL (TECHNICAL AND OPERATIONS) COMPENSA,67000,0,Y,N,Y,,AUBURN HILLS,OAKLAND,MI,,CERTIFIED
I-200-18218-553794,08/06/2018,08/10/2018,H-1B,09/10/2018,09/09/2021,UNIVERSITY OF MICHIGAN,,515 E. JEFFERSON 1500 SAB,ANN ARBOR,MI,UNITED STATES OF AMERICA,,7347634081,,N,",",,,POSTDOCTORAL RESEARCH FELLOW,17-2011,AEROSPACE ENGINEERS,611310,1,0,0,0,0,1,0,Y,49379,N/A,Other,2018,CUPA HR: 2018 FACULTY IN HIGHER EDUCATION ANNUAL REPORT,52000,0,N,N,NA,,ANN ARBOR,WASHTENAW,MI,,CERTIFIED
I-200-18218-166396,08/06/2018,08/10/2018,H-1B,09/03/2018,09/02/2021,"THE JERDE PARTNERSHIP, INC.",,601 W. 5TH STREET,LOS ANGELES,CA,UNITED STATES OF AMERICA,,3103991987,211,Y,"MEI, JOHNNY",WOODLAND HILLS,CA,SR. DESIGNER,17-1011,"ARCHITECTS, EXCEPT LANDSCAPE AND NAVAL",541310,1,0,0,0,0,1,0,Y,68000,N/A,Other,2017,AMER INST OF ARCH COMP REPORT LOS ANGELES METRO AREA,75000,0,N,N,NA,,LOS ANGELES,LOS ANGELES,CA,,CERTIFIED
I-200-18218-938624,08/06/2018,08/08/2018,H-1B,01/28/2019,01/27/2022,"SOFTVISION, LLC","SOFTVISION, LLC",1349 WEST PEACHTREE STREET,ATLANTA,GA,UNITED STATES OF AMERICA,,7709047720,,N,",",,,SOFTWARE DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541990,1,0,1,0,0,0,0,Y,84240,Level II,Other,2018,OFLC ONLINE DATA CENTER,83000,90000,Y,N,Y,Y,ATLANTA,FULTON,GA,,DENIED
I-200-18228-606377,08/17/2018,08/23/2018,H-1B,08/23/2018,08/22/2021,ACCENTURE LLP,N/A,161 N CLARK STREET,CHICAGO,IL,UNITED STATES OF AMERICA,N/A,0013126930,,N,",",,,COMPUTER SPECIALIST/SYSTEM SUPPORT AND DEVELOPMENT ADMIN 2,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",5416,1,0,1,0,0,0,0,Y,95638,Level II,OES,2018,OFLC ONLINE DATA CENTER',95638,0,N,N,NA,Y,SAN JOSE,SANTA CLARA,CA,,CERTIFIED
I-200-18205-109441,07/24/2018,07/30/2018,H-1B,08/29/2018,08/29/2021,"HEALTH CAROUSEL, LLC",,3805 EDWARDS ROAD,CINCINNATI,OH,UNITED STATES OF AMERICA,,5136094033,,Y,"KANE, MEGHAN",CINCINNATI,OH,PHYSICAL THERAPIST,29-1123,PHYSICAL THERAPISTS,561310,1,0,1,0,0,0,0,Y,32.44,Level I,OES,2018,OFLC ONLINE DATA CENTER,32.44,32.44,N,N,NA,,DALLAS,DALLAS,TX,,CERTIFIED
I-200-18213-885937,08/01/2018,08/07/2018,H-1B,09/05/2018,09/04/2021,"ASPEN TECHNOLOGY, INC.",,20 CROSBY DRIVE,BEDFORD,MA,UNITED STATES OF AMERICA,,7812215759,,Y,"CLEVELAND, ELIZABETH",HOUSTON,TX,TECHNICAL SUPPORT CONSULTANT,17-2041,CHEMICAL ENGINEERS,511210,1,0,1,0,0,0,0,Y,73762,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY-US PREVAILING WAGE REPORT (H-1B/PERM) CUSTOM,77980.54,0,N,N,,,HOUSTON,HARRIS,TX,,CERTIFIED
I-200-18137-512577,08/07/2018,08/13/2018,H-1B,09/01/2018,08/31/2019,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,INSTITUTION OF HIGHER EDUCATION,OFFICE OF INTERNATIONAL AFFAIRS,HOUSTON,TX,UNITED STATES OF AMERICA,,7135003176,,N,",",,,ASSISTANT PROFESSOR,19-1029,"BIOLOGICAL SCIENTISTS, ALL OTHER",611310,1,1,0,0,0,0,0,Y,22298,Level I,OES,2018,,90000,0,N,N,,Y,HOUSTON,HARRIS,TX,,CERTIFIED
I-200-18218-072267,08/07/2018,08/13/2018,H-1B,08/27/2018,08/26/2021,NOVA SOUTHEASTERN UNIVERSITY,,3100 SW 9TH AVENUE,FORT LAUDERDALE,FL,UNITED STATES OF AMERICA,,9542623610,,Y,"BLUMBERG, AARON",MIAMI,FL,ASSISTANT PROFESSOR,29-1041,OPTOMETRISTS,611310,1,0,0,0,0,0,1,Y,79390,Level II,OES,2018,,102350,0,N,N,,Y,FORT LAUDERDALE,BROWARD,FL,,CERTIFIED
I-203-18215-094721,08/14/2018,08/20/2018,E-3 Australian,10/23/2018,10/22/2020,"PENTA FINANCIAL, INC.",PENTA LABORATORIES,7868 DEERING AVE,CANOGA PARK,CA,UNITED STATES OF AMERICA,,8188823872,101,Y,"MILLER, BLAKE",IRVINE,CA,CHIEF TECHNICIAN AND FABRICATOR (O*NET 17-2141.02),17-2141,MECHANICAL ENGINEERS,541330,1,1,0,0,0,0,0,Y,65291,Level I,OES,2018,OFLC ONLINE DATA CENTER,65291,0,,,,,CANOGA PARK,LOS ANGELES,CA,,CERTIFIED
I-200-18205-607015,07/24/2018,07/30/2018,H-1B,09/01/2018,06/23/2019,MEDICAL UNIVERSITY OF SOUTH CAROLINA,MEDICAL UNIVERSITY OF SOUTH CAROLINA AND AFFILIATE,171 ASHLEY AVE,CHARLESTON,SC,UNITED STATES OF AMERICA,,8437927083,,Y,"CONT, PATRICK",SPARTANBURG,SC,RESIDENT PGY-6,29-1069,"PHYSICIANS AND SURGEONS, ALL OTHER",611310,1,1,0,0,0,0,0,Y,60877,N/A,Other,2016,AAMC SURVEY OF RESIDENT/FELLOW STIPENDS AND BENEFITS,63133,0,N,N,NA,Y,CHARLESTON,CHARLESTON,SC,,CERTIFIED
I-200-18218-191504,08/09/2018,08/14/2018,H-1B,08/13/2018,08/12/2021,BRAZOS INDEPENDENT SCHOOL DISTRICT,BRAZOS ISD,227 EDUCATOR LANE,WALLIS,TX,UNITED STATES OF AMERICA,,9794786551,,Y,"THOMPSON, MATTHEW",HOUSTON,TX,HIGH SCHOOL MATH TEACHER,25-2031,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND",611110,1,1,0,0,0,0,0,Y,28080,Level I,Other,2018,TEXAS EDUCATION AGENCY (TEA) 2018-2019 MINIMUM SALARY SCHEDULE,40288,0,N,N,NA,,WALLIS,AUSTIN,TX,,DENIED
